row_id,model,split,book_filter,scroll,target_word,target_fit_frequency,target_position,context_for_reading,raw_context,model_top1,model_top2,model_top3,model_top4,model_top5,all_top5,case_status,likely_issue,reader_note
2345,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,מאות,50,19,פנת הצפון שלוש מאות וששים באמה ו מן הפנה הזואת עד שער דן שלוש ⬚⬚⬚ וששים באמה וככה משער דן עד שער נפתלי ששים ושלוש מאות באמה ו,פנת ה צפון שלוש מאות ו ששים ב אמה ו מן ה פנה ה זואת עד שער דן שלוש ⬚⬚⬚ ו ששים ב אמה ו ככה מ שער דן עד שער נפתלי ששים ו שלוש מאות ב אמה ו,מאות,מאה,אמות,מאתים,מאו',מאות | מאה | אמות | מאתים | מאו',hit,exact_top1_hit,The model's first guess is exactly correct.
2346,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,שער,50,19,אמה ו מן הפנה הזואת עד שער דן שלוש מאות וששים באמה וככה מ ⬚⬚⬚ דן עד שער נפתלי ששים ושלוש מאות באמה ו משער נפתלי עד שער אשר שלוש מאות,אמה ו מן ה פנה ה זואת עד שער דן שלוש מאות ו ששים ב אמה ו ככה מ ⬚⬚⬚ דן עד שער נפתלי ששים ו שלוש מאות ב אמה ו מ שער נפתלי עד שער אשר שלוש מאות,שער,שערי,בית,השער,בשער,שער | שערי | בית | השער | בשער,hit,exact_top1_hit,The model's first guess is exactly correct.
2347,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,דן,258,19,ו מן הפנה הזואת עד שער דן שלוש מאות וששים באמה וככה משער ⬚⬚⬚ עד שער נפתלי ששים ושלוש מאות באמה ו משער נפתלי עד שער אשר שלוש מאות ו,ו מן ה פנה ה זואת עד שער דן שלוש מאות ו ששים ב אמה ו ככה מ שער ⬚⬚⬚ עד שער נפתלי ששים ו שלוש מאות ב אמה ו מ שער נפתלי עד שער אשר שלוש מאות ו,דן,אשר,גד,זבולון,יהודה,דן | אשר | גד | זבולון | יהודה,hit,exact_top1_hit,The model's first guess is exactly correct.
2348,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,עד,575,20,ו מן הפנה הזואת עד שער דן שלוש מאות וששים באמה וככה משער דן ⬚⬚⬚ שער נפתלי ששים ושלוש מאות באמה ו משער נפתלי עד שער אשר שלוש מאות וששים,ו מן ה פנה ה זואת עד שער דן שלוש מאות ו ששים ב אמה ו ככה מ שער דן ⬚⬚⬚ שער נפתלי ששים ו שלוש מאות ב אמה ו מ שער נפתלי עד שער אשר שלוש מאות ו ששים,עד,ועד,אל,על,עם,עד | ועד | אל | על | עם,hit,exact_top1_hit,The model's first guess is exactly correct.
2349,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,ששים,21,19,עד שער נפתלי ששים ושלוש מאות באמה ו משער נפתלי עד שער אשר שלוש מאות ו ⬚⬚⬚ באמה ו משער אשר עד פנת שלוש מאות וששים באמה ויוצאים ה,עד שער נפתלי ששים ו שלוש מאות ב אמה ו מ שער נפתלי עד שער אשר שלוש מאות ו ⬚⬚⬚ ב אמה ו מ שער אשר עד פנת שלוש מאות ו ששים ב אמה ו יוצאים ה,ששים,חמשים,שלשים,חמישים,שלושים,ששים | חמשים | שלשים | חמישים | שלושים,hit,exact_top1_hit,The model's first guess is exactly correct.
2350,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,אמה,38,19,נפתלי ששים ושלוש מאות באמה ו משער נפתלי עד שער אשר שלוש מאות וששים ב ⬚⬚⬚ ו משער אשר עד פנת שלוש מאות וששים באמה ויוצאים השערים מ,נפתלי ששים ו שלוש מאות ב אמה ו מ שער נפתלי עד שער אשר שלוש מאות ו ששים ב ⬚⬚⬚ ו מ שער אשר עד פנת שלוש מאות ו ששים ב אמה ו יוצאים ה שערים מ,אמה,אמות,האמה,באמה,אמתים,אמה | אמות | האמה | באמה | אמתים,hit,exact_top1_hit,The model's first guess is exactly correct.
2351,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,קיר,4,17,ו משער אשר עד פנת שלוש מאות וששים באמה ויוצאים השערים מ ⬚⬚⬚ החצר לחוץ שבע אמות ו לבאימ מקיר החצר שש ושלושים באמה ו,ו מ שער אשר עד פנת שלוש מאות ו ששים ב אמה ו יוצאים ה שערים מ ⬚⬚⬚ ה חצר ל חוץ שבע אמות ו ל באימ מ קיר ה חצר שש ו שלושים ב אמה ו,שער,בית,חצר,כול,ים,שער | בית | חצר | כול | ים,miss,same_length_semantic,Model prefers another plausible word of similar length.
2352,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,חצר,3,18,משער אשר עד פנת שלוש מאות וששים באמה ויוצאים השערים מקיר ה ⬚⬚⬚ לחוץ שבע אמות ו לבאימ מקיר החצר שש ושלושים באמה ורוחב פתחי,מ שער אשר עד פנת שלוש מאות ו ששים ב אמה ו יוצאים ה שערים מ קיר ה ⬚⬚⬚ ל חוץ שבע אמות ו ל באימ מ קיר ה חצר שש ו שלושים ב אמה ו רוחב פתחי,שער,חצר,בית,אשר,החצר,שער | חצר | בית | אשר | החצר,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
2353,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,חוץ,9,18,אשר עד פנת שלוש מאות וששים באמה ויוצאים השערים מקיר החצר ל ⬚⬚⬚ שבע אמות ו לבאימ מקיר החצר שש ושלושים באמה ורוחב פתחי השערים,אשר עד פנת שלוש מאות ו ששים ב אמה ו יוצאים ה שערים מ קיר ה חצר ל ⬚⬚⬚ שבע אמות ו ל באימ מ קיר ה חצר שש ו שלושים ב אמה ו רוחב פתחי ה שערים,שער,מאה,חצר,אורך,אמות,שער | מאה | חצר | אורך | אמות,miss,same_length_semantic,Model prefers another plausible word of similar length.
2354,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,ארבע,72,19,שבע אמות ו לבאימ מקיר החצר שש ושלושים באמה ורוחב פתחי השערים ⬚⬚⬚ עשרה באמה ושמונה ועשרים באמה עד המשקופ ו מן המשקופ ומקורים ב,שבע אמות ו ל באימ מ קיר ה חצר שש ו שלושים ב אמה ו רוחב פתחי ה שערים ⬚⬚⬚ עשרה ב אמה ו שמונה ו עשרים ב אמה עד ה משקופ ו מן ה משקופ ו מקורים ב,שתים,חמש,שש,ארבע,שלוש,שתים | חמש | שש | ארבע | שלוש,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
2355,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,עשרה,67,19,אמות ו לבאימ מקיר החצר שש ושלושים באמה ורוחב פתחי השערים ארבע ⬚⬚⬚ באמה ושמונה ועשרים באמה עד המשקופ ו מן המשקופ ומקורים באדשכים,אמות ו ל באימ מ קיר ה חצר שש ו שלושים ב אמה ו רוחב פתחי ה שערים ארבע ⬚⬚⬚ ב אמה ו שמונה ו עשרים ב אמה עד ה משקופ ו מן ה משקופ ו מקורים ב אדשכים,אמות,ועשרים,עשרה,עשר,עשרים,אמות | ועשרים | עשרה | עשר | עשרים,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
2356,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,אדשכים,0,19,עשרה באמה ושמונה ועשרים באמה עד המשקופ ו מן המשקופ ומקורים ב ⬚⬚⬚ עץ ארז ומצופים זהב ומצופות זהב טהוב ובין שער לשער תעשה פנימה נשכות ו,עשרה ב אמה ו שמונה ו עשרים ב אמה עד ה משקופ ו מן ה משקופ ו מקורים ב ⬚⬚⬚ עץ ארז ו מצופים זהב ו מצופות זהב טהוב ו בין שער ל שער תעשה פנימה נשכות ו,עץמצופה,ארזמצופה,עץשל,ארזשל,בדמצופה,עץמצופה | ארזמצופה | עץשל | ארזשל | בדמצופה,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
2357,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,עץ,21,19,באמה ושמונה ועשרים באמה עד המשקופ ו מן המשקופ ומקורים באדשכים ⬚⬚⬚ ארז ומצופים זהב ומצופות זהב טהוב ובין שער לשער תעשה פנימה נשכות וחדרים,ב אמה ו שמונה ו עשרים ב אמה עד ה משקופ ו מן ה משקופ ו מקורים ב אדשכים ⬚⬚⬚ ארז ו מצופים זהב ו מצופות זהב טהוב ו בין שער ל שער תעשה פנימה נשכות ו חדרים,של,עצי,ועצי,עץ,ועץ,של | עצי | ועצי | עץ | ועץ,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
2358,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,ארז,6,19,אמה ושמונה ועשרים באמה עד המשקופ ו מן המשקופ ומקורים באדשכים עץ ⬚⬚⬚ ומצופים זהב ומצופות זהב טהוב ובין שער לשער תעשה פנימה נשכות וחדרים ו,אמה ו שמונה ו עשרים ב אמה עד ה משקופ ו מן ה משקופ ו מקורים ב אדשכים עץ ⬚⬚⬚ ו מצופים זהב ו מצופות זהב טהוב ו בין שער ל שער תעשה פנימה נשכות ו חדרים ו,ארז,מצופה,שטים,זהב,אחד,ארז | מצופה | שטים | זהב | אחד,hit,exact_top1_hit,The model's first guess is exactly correct.
2359,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,פנימה,6,18,מקורים באדשכים עץ ארז ומצופים זהב ומצופות זהב טהוב ובין שער לשער תעשה ⬚⬚⬚ נשכות וחדרים ופרורים רוחב החדר עשר באמה ועשרים באמה וארבע עשרה,מקורים ב אדשכים עץ ארז ו מצופים זהב ו מצופות זהב טהוב ו בין שער ל שער תעשה ⬚⬚⬚ נשכות ו חדרים ו פרורים רוחב ה חדר עשר ב אמה ו עשרים ב אמה ו ארבע עשרה,עשר,שער,ארבע,ת,לו,עשר | שער | ארבע | ת | לו,miss,particle_or_too_short,Top guess is much shorter than the gold word.
2360,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,נשכות,2,18,באדשכים עץ ארז ומצופים זהב ומצופות זהב טהוב ובין שער לשער תעשה פנימה ⬚⬚⬚ וחדרים ופרורים רוחב החדר עשר באמה ועשרים באמה וארבע עשרה ב,ב אדשכים עץ ארז ו מצופים זהב ו מצופות זהב טהוב ו בין שער ל שער תעשה פנימה ⬚⬚⬚ ו חדרים ו פרורים רוחב ה חדר עשר ב אמה ו עשרים ב אמה ו ארבע עשרה ב,ביתשער,עשרשער,שערשער,ביתשערים,ארבעהשער,ביתשער | עשרשער | שערשער | ביתשערים | ארבעהשער,miss,other_miss,Miss without a simple short/rare/same-length explanation.
2361,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,חדרים,0,18,עץ ארז ומצופים זהב ומצופות זהב טהוב ובין שער לשער תעשה פנימה נשכות ו ⬚⬚⬚ ופרורים רוחב החדר עשר באמה ועשרים באמה וארבע עשרה באמה,עץ ארז ו מצופים זהב ו מצופות זהב טהוב ו בין שער ל שער תעשה פנימה נשכות ו ⬚⬚⬚ ו פרורים רוחב ה חדר עשר ב אמה ו עשרים ב אמה ו ארבע עשרה ב אמה,עץ,אמות,קיר,בית,ת,עץ | אמות | קיר | בית | ת,miss,particle_or_too_short,Top guess is much shorter than the gold word.
2362,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,פרורים,0,18,ומצופים זהב ומצופות זהב טהוב ובין שער לשער תעשה פנימה נשכות וחדרים ו ⬚⬚⬚ רוחב החדר עשר באמה ועשרים באמה וארבע עשרה באמה ומקורה,ו מצופים זהב ו מצופות זהב טהוב ו בין שער ל שער תעשה פנימה נשכות ו חדרים ו ⬚⬚⬚ רוחב ה חדר עשר ב אמה ו עשרים ב אמה ו ארבע עשרה ב אמה ו מקורה,ביתאמות,ארבעאמות,עשראמות,ביתעל,ארבעעל,ביתאמות | ארבעאמות | עשראמות | ביתעל | ארבעעל,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
2363,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,עשרה,67,18,פנימה נשכות וחדרים ופרורים רוחב החדר עשר באמה ועשרים באמה וארבע ⬚⬚⬚ באמה ומקורה באדשכים עצ ארז ורחב הקיר שתים אמות ו ל מ זה,פנימה נשכות ו חדרים ו פרורים רוחב ה חדר עשר ב אמה ו עשרים ב אמה ו ארבע ⬚⬚⬚ ב אמה ו מקורה ב אדשכים עצ ארז ו רחב ה קיר שתים אמות ו ל מ זה,אמות,עשרה,עשר,ועשרים,עשרים,אמות | עשרה | עשר | ועשרים | עשרים,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
2364,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,אמה,38,18,וחדרים ופרורים רוחב החדר עשר באמה ועשרים באמה וארבע עשרה ב ⬚⬚⬚ ומקורה באדשכים עצ ארז ורחב הקיר שתים אמות ו ל מ זה הנשכה,ו חדרים ו פרורים רוחב ה חדר עשר ב אמה ו עשרים ב אמה ו ארבע עשרה ב ⬚⬚⬚ ו מקורה ב אדשכים עצ ארז ו רחב ה קיר שתים אמות ו ל מ זה ה נשכה,אמה,אמות,עשרה,עשר,עשרים,אמה | אמות | עשרה | עשר | עשרים,hit,exact_top1_hit,The model's first guess is exactly correct.
2365,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,מקורה,1,17,פרורים רוחב החדר עשר באמה ועשרים באמה וארבע עשרה באמה ו ⬚⬚⬚ באדשכים עצ ארז ורחב הקיר שתים אמות ו ל מ זה הנשכה רוחב הנשכה,פרורים רוחב ה חדר עשר ב אמה ו עשרים ב אמה ו ארבע עשרה ב אמה ו ⬚⬚⬚ ב אדשכים עצ ארז ו רחב ה קיר שתים אמות ו ל מ זה ה נשכה רוחב ה נשכה,עשר,עשרה,עשרים,בית,ארבעה,עשר | עשרה | עשרים | בית | ארבעה,miss,particle_or_too_short,Top guess is much shorter than the gold word.
2366,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,אדשכים,0,17,החדר עשר באמה ועשרים באמה וארבע עשרה באמה ומקורה ב ⬚⬚⬚ עצ ארז ורחב הקיר שתים אמות ו ל מ זה הנשכה רוחב הנשכה עשר ב,ה חדר עשר ב אמה ו עשרים ב אמה ו ארבע עשרה ב אמה ו מקורה ב ⬚⬚⬚ עצ ארז ו רחב ה קיר שתים אמות ו ל מ זה ה נשכה רוחב ה נשכה עשר ב,קירבית,ביתבית,קירת,אמהבית,עשרבית,קירבית | ביתבית | קירת | אמהבית | עשרבית,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
2367,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,נשכה,6,19,מקורה באדשכים עצ ארז ורחב הקיר שתים אמות ו ל מ זה הנשכה רוחב ה ⬚⬚⬚ עשר באמה ועשרים באמה ו הקיר שתים אמות רוחב וארבע עשרה באמה,מקורה ב אדשכים עצ ארז ו רחב ה קיר שתים אמות ו ל מ זה ה נשכה רוחב ה ⬚⬚⬚ עשר ב אמה ו עשרים ב אמה ו ה קיר שתים אמות רוחב ו ארבע עשרה ב אמה,ארבע,ארבעה,שנים,שמונה,חמש,ארבע | ארבעה | שנים | שמונה | חמש,miss,same_length_semantic,Model prefers another plausible word of similar length.
2368,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,עשר,199,19,באדשכים עצ ארז ורחב הקיר שתים אמות ו ל מ זה הנשכה רוחב הנשכה ⬚⬚⬚ באמה ועשרים באמה ו הקיר שתים אמות רוחב וארבע עשרה באמה ו,ב אדשכים עצ ארז ו רחב ה קיר שתים אמות ו ל מ זה ה נשכה רוחב ה נשכה ⬚⬚⬚ ב אמה ו עשרים ב אמה ו ה קיר שתים אמות רוחב ו ארבע עשרה ב אמה ו,עשרה,עשרים,עשר,אמות,ועשרים,עשרה | עשרים | עשר | אמות | ועשרים,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
2369,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,אמה,38,19,עצ ארז ורחב הקיר שתים אמות ו ל מ זה הנשכה רוחב הנשכה עשר ב ⬚⬚⬚ ועשרים באמה ו הקיר שתים אמות רוחב וארבע עשרה באמה ומקורה ב,עצ ארז ו רחב ה קיר שתים אמות ו ל מ זה ה נשכה רוחב ה נשכה עשר ב ⬚⬚⬚ ו עשרים ב אמה ו ה קיר שתים אמות רוחב ו ארבע עשרה ב אמה ו מקורה ב,אמה,אמות,עשרים,עשר,עשרה,אמה | אמות | עשרים | עשר | עשרה,hit,exact_top1_hit,The model's first guess is exactly correct.
2370,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,ארבע,72,18,נשכה רוחב הנשכה עשר באמה ועשרים באמה ו הקיר שתים אמות רוחב ו ⬚⬚⬚ עשרה באמה ומקורה באדשכים עצי ארז ושלוש אמות רוחב עד המשקוף ו,נשכה רוחב ה נשכה עשר ב אמה ו עשרים ב אמה ו ה קיר שתים אמות רוחב ו ⬚⬚⬚ עשרה ב אמה ו מקורה ב אדשכים עצי ארז ו שלוש אמות רוחב עד ה משקוף ו,שתים,אחת,עשתי,חמש,ארבע,שתים | אחת | עשתי | חמש | ארבע,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
2371,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,עשרה,67,18,רוחב הנשכה עשר באמה ועשרים באמה ו הקיר שתים אמות רוחב וארבע ⬚⬚⬚ באמה ומקורה באדשכים עצי ארז ושלוש אמות רוחב עד המשקוף ו,רוחב ה נשכה עשר ב אמה ו עשרים ב אמה ו ה קיר שתים אמות רוחב ו ארבע ⬚⬚⬚ ב אמה ו מקורה ב אדשכים עצי ארז ו שלוש אמות רוחב עד ה משקוף ו,אמות,עשר,עשרה,ועשרים,עשרים,אמות | עשר | עשרה | ועשרים | עשרים,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
2372,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,אמה,38,18,נשכה עשר באמה ועשרים באמה ו הקיר שתים אמות רוחב וארבע עשרה ב ⬚⬚⬚ ומקורה באדשכים עצי ארז ושלוש אמות רוחב עד המשקוף ו,נשכה עשר ב אמה ו עשרים ב אמה ו ה קיר שתים אמות רוחב ו ארבע עשרה ב ⬚⬚⬚ ו מקורה ב אדשכים עצי ארז ו שלוש אמות רוחב עד ה משקוף ו,אמה,אמות,עשרים,עשרה,עשר,אמה | אמות | עשרים | עשרה | עשר,hit,exact_top1_hit,The model's first guess is exactly correct.
2373,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,מקורה,1,18,באמה ועשרים באמה ו הקיר שתים אמות רוחב וארבע עשרה באמה ו ⬚⬚⬚ באדשכים עצי ארז ושלוש אמות רוחב עד המשקוף ו ועשיתה,ב אמה ו עשרים ב אמה ו ה קיר שתים אמות רוחב ו ארבע עשרה ב אמה ו ⬚⬚⬚ ב אדשכים עצי ארז ו שלוש אמות רוחב עד ה משקוף ו ו עשיתה,עשרים,עשרה,עשר,קיר,אמות,עשרים | עשרה | עשר | קיר | אמות,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
2374,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,אדשכים,0,18,ועשרים באמה ו הקיר שתים אמות רוחב וארבע עשרה באמה ומקורה ב ⬚⬚⬚ עצי ארז ושלוש אמות רוחב עד המשקוף ו ועשיתה את ה,ו עשרים ב אמה ו ה קיר שתים אמות רוחב ו ארבע עשרה ב אמה ו מקורה ב ⬚⬚⬚ עצי ארז ו שלוש אמות רוחב עד ה משקוף ו ו עשיתה את ה,עשריםאמות,עשריםעשרה,עשרהאמות,עשריםעשרים,עשראמות,עשריםאמות | עשריםעשרה | עשרהאמות | עשריםעשרים | עשראמות,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
2375,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,עד,575,16,רוחב וארבע עשרה באמה ומקורה באדשכים עצי ארז ושלוש אמות רוחב ⬚⬚⬚ המשקוף ו ועשיתה את הבית אשר תבנה על היסוד גורוע,רוחב ו ארבע עשרה ב אמה ו מקורה ב אדשכים עצי ארז ו שלוש אמות רוחב ⬚⬚⬚ ה משקוף ו ו עשיתה את ה בית אשר תבנה על ה יסוד גורוע,על,כול,בית,ו,אל,על | כול | בית | ו | אל,miss,same_length_semantic,Model prefers another plausible word of similar length.
2376,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,משקוף,0,16,ארבע עשרה באמה ומקורה באדשכים עצי ארז ושלוש אמות רוחב עד ה ⬚⬚⬚ ו ועשיתה את הבית אשר תבנה על היסוד גורוע שלוש אמות,ארבע עשרה ב אמה ו מקורה ב אדשכים עצי ארז ו שלוש אמות רוחב עד ה ⬚⬚⬚ ו ו עשיתה את ה בית אשר תבנה על ה יסוד גורוע שלוש אמות,אמה,בית,אמות,ים,ה,אמה | בית | אמות | ים | ה,miss,particle_or_too_short,Top guess is much shorter than the gold word.
2377,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,נתתה,12,8,ב ו הדלתות מנעולים עשר אמות ו ⬚⬚⬚ את הבדים אל תוך הטבעות ויראו האופנים לחוץ ולוא נראים ראשי,ב ו ה דלתות מנעולים עשר אמות ו ⬚⬚⬚ את ה בדים אל תוך ה טבעות ו יראו ה אופנים ל חוץ ו לוא נראים ראשי,ישימו,יראו,ו,יביאו,יתנו,ישימו | יראו | ו | יביאו | יתנו,miss,same_length_semantic,Model prefers another plausible word of similar length.
2378,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,אל,1175,10,הדלתות מנעולים עשר אמות ונתתה את הבדים ⬚⬚⬚ תוך הטבעות ויראו האופנים לחוץ ולוא נראים ראשי הבדים אל החוץ,ה דלתות מנעולים עשר אמות ו נתתה את ה בדים ⬚⬚⬚ תוך ה טבעות ו יראו ה אופנים ל חוץ ו לוא נראים ראשי ה בדים אל ה חוץ,אל,על,את,אשר,כול,אל | על | את | אשר | כול,hit,exact_top1_hit,The model's first guess is exactly correct.
2379,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,טבעות,4,11,מנעולים עשר אמות ונתתה את הבדים אל תוך ה ⬚⬚⬚ ויראו האופנים לחוץ ולוא נראים ראשי הבדים אל החוץ לוא נראים,מנעולים עשר אמות ו נתתה את ה בדים אל תוך ה ⬚⬚⬚ ו יראו ה אופנים ל חוץ ו לוא נראים ראשי ה בדים אל ה חוץ לוא נראים,פנים,כרובים,אופנים,תוך,ים,פנים | כרובים | אופנים | תוך | ים,miss,other_miss,Miss without a simple short/rare/same-length explanation.
2380,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,יראו,2,12,עשר אמות ונתתה את הבדים אל תוך הטבעות ו ⬚⬚⬚ האופנים לחוץ ולוא נראים ראשי הבדים אל החוץ לוא נראים האופנים אל,עשר אמות ו נתתה את ה בדים אל תוך ה טבעות ו ⬚⬚⬚ ה אופנים ל חוץ ו לוא נראים ראשי ה בדים אל ה חוץ לוא נראים ה אופנים אל,את,אל,פני,כול,ראשי,את | אל | פני | כול | ראשי,miss,particle_or_too_short,Top guess is much shorter than the gold word.
2381,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,ראשי,57,17,נתתה את הבדים אל תוך הטבעות ויראו האופנים לחוץ ולוא נראים ⬚⬚⬚ הבדים אל החוץ לוא נראים האופנים אל החוץ ורחב חמשת הבריחים ארבע,נתתה את ה בדים אל תוך ה טבעות ו יראו ה אופנים ל חוץ ו לוא נראים ⬚⬚⬚ ה בדים אל ה חוץ לוא נראים ה אופנים אל ה חוץ ו רחב חמשת ה בריחים ארבע,את,פני,בתוך,אל,כול,את | פני | בתוך | אל | כול,miss,particle_or_too_short,Top guess is much shorter than the gold word.
2382,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,בדים,1,17,הבדים אל תוך הטבעות ויראו האופנים לחוץ ולוא נראים ראשי ה ⬚⬚⬚ אל החוץ לוא נראים האופנים אל החוץ ורחב חמשת הבריחים ארבע ועשרים,ה בדים אל תוך ה טבעות ו יראו ה אופנים ל חוץ ו לוא נראים ראשי ה ⬚⬚⬚ אל ה חוץ לוא נראים ה אופנים אל ה חוץ ו רחב חמשת ה בריחים ארבע ו עשרים,כרובים,אופנים,בדים,טבעות,פנים,כרובים | אופנים | בדים | טבעות | פנים,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
2383,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,אל,1175,17,בדים אל תוך הטבעות ויראו האופנים לחוץ ולוא נראים ראשי הבדים ⬚⬚⬚ החוץ לוא נראים האופנים אל החוץ ורחב חמשת הבריחים ארבע ועשרים ב,בדים אל תוך ה טבעות ו יראו ה אופנים ל חוץ ו לוא נראים ראשי ה בדים ⬚⬚⬚ ה חוץ לוא נראים ה אופנים אל ה חוץ ו רחב חמשת ה בריחים ארבע ו עשרים ב,אל,ואל,ל,על,אלה,אל | ואל | ל | על | אלה,hit,exact_top1_hit,The model's first guess is exactly correct.
2384,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,חוץ,9,18,אל תוך הטבעות ויראו האופנים לחוץ ולוא נראים ראשי הבדים אל ה ⬚⬚⬚ לוא נראים האופנים אל החוץ ורחב חמשת הבריחים ארבע ועשרים באמה,אל תוך ה טבעות ו יראו ה אופנים ל חוץ ו לוא נראים ראשי ה בדים אל ה ⬚⬚⬚ לוא נראים ה אופנים אל ה חוץ ו רחב חמשת ה בריחים ארבע ו עשרים ב אמה,אשר,טבעות,ם,בד,סביב,אשר | טבעות | ם | בד | סביב,miss,same_length_semantic,Model prefers another plausible word of similar length.
2385,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,אמה,38,18,החוץ לוא נראים האופנים אל החוץ ורחב חמשת הבריחים ארבע ועשרים ב ⬚⬚⬚ ששה עשר קרשים ה באמה ויהיו תואמים הקרשים מ למטה,ה חוץ לוא נראים ה אופנים אל ה חוץ ו רחב חמשת ה בריחים ארבע ו עשרים ב ⬚⬚⬚ ששה עשר קרשים ה ב אמה ו יהיו תואמים ה קרשים מ ל מטה,ים,קרשים,ורחב,רחב,שטים,ים | קרשים | ורחב | רחב | שטים,miss,same_length_semantic,Model prefers another plausible word of similar length.
2386,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q365a,ששה,18,17,לוא נראים האופנים אל החוץ ורחב חמשת הבריחים ארבע ועשרים באמה ⬚⬚⬚ עשר קרשים ה באמה ויהיו תואמים הקרשים מ למטה תעשה,לוא נראים ה אופנים אל ה חוץ ו רחב חמשת ה בריחים ארבע ו עשרים ב אמה ⬚⬚⬚ עשר קרשים ה ב אמה ו יהיו תואמים ה קרשים מ ל מטה תעשה,ושנים,שנים,וארבעה,וארבעת,וחמשה,ושנים | שנים | וארבעה | וארבעת | וחמשה,miss,other_miss,Miss without a simple short/rare/same-length explanation.
