row_id,model,split,book_filter,scroll,gap_length,gap_bucket,target_phrase,target_words,target_fit_frequencies,top1_phrase,top5_phrases,context_for_reading,raw_context,case_status,reader_note,slot_top1_hits,slot_top5_hits,slot_details_json
11,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,3,3,חמס למה און,"[""חמס"", ""למה"", ""און""]","[10, 22, 8]",אשר אמר אל,"[""אשר אמר אל"", ""אשר אמר ואת"", ""אשר אמר את"", ""אשר אמר אוון"", ""כי אתה אל""]",חבקוק נביא עד יהוה שועתי לוא תשמע אזעק חמס לוא תושיע על תוחלת דור אחרון כול באות אזעק חמס לוא תושיע אשר יזעקו על ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ עמל תביט על אשר הביט אל עשק מעל שוד חמס יגזולו הון יהי ריב מדון ישא פשר מריבה חשבה הואה על כן,חבקוק נביא עד יהוה שועתי לוא תשמע אזעק חמס לוא תושיע על תוחלת דור אחרון כול באות אזעק חמס לוא תושיע אשר יזעקו על ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ עמל תביט על אשר הביט אל עשק מעל שוד חמס יגזולו הון יהי ריב מדון ישא פשר מריבה חשבה הואה על כן,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""חמס"", ""gold_fit_frequency"": 10, ""top_candidates"": [""אשר"", ""כי""], ""top1"": ""אשר"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 2, ""gold_word"": ""למה"", ""gold_fit_frequency"": 22, ""top_candidates"": [""אמר"", ""אתה""], ""top1"": ""אמר"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 3, ""gold_word"": ""און"", ""gold_fit_frequency"": 8, ""top_candidates"": [""אל"", ""ואת"", ""את"", ""אוון""], ""top1"": ""אל"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
12,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,3,3,על אשר הביט,"[""על"", ""אשר"", ""הביט""]","[1174, 1396, 0]",און לא ישמע,"[""און לא ישמע"", ""ועמל תביט כי"", ""ועמל תביט למה"", ""ועמל תביט ישוב"", ""כי לא שמעת""]",תשמע אזעק חמס לוא תושיע על תוחלת דור אחרון כול באות אזעק חמס לוא תושיע אשר יזעקו על חמס למה און עמל תביט ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ אל עשק מעל שוד חמס יגזולו הון יהי ריב מדון ישא פשר מריבה חשבה הואה על כן תפוג תורה על מטיף,תשמע אזעק חמס לוא תושיע על תוחלת דור אחרון כול באות אזעק חמס לוא תושיע אשר יזעקו על חמס למה און עמל תביט ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ אל עשק מעל שוד חמס יגזולו הון יהי ריב מדון ישא פשר מריבה חשבה הואה על כן תפוג תורה על מטיף,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""על"", ""gold_fit_frequency"": 1174, ""top_candidates"": [""און"", ""ועמל"", ""כי""], ""top1"": ""און"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 2, ""gold_word"": ""אשר"", ""gold_fit_frequency"": 1396, ""top_candidates"": [""לא"", ""תביט""], ""top1"": ""לא"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 3, ""gold_word"": ""הביט"", ""gold_fit_frequency"": 0, ""top_candidates"": [""ישמע"", ""כי"", ""למה"", ""ישוב"", ""שמעת""], ""top1"": ""ישמע"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""rare_or_unseen"", ""reader_note"": ""Gold word is very rare or unseen in the fit data.""}]"
13,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,2,2,שוד חמס,"[""שוד"", ""חמס""]","[0, 10]",הון אשר,"[""הון אשר"", ""אשר לא"", ""אשר לוא"", ""רעהו אשר"", ""אל אשר""]",תוחלת דור אחרון כול באות אזעק חמס לוא תושיע אשר יזעקו על חמס למה און עמל תביט על אשר הביט אל עשק מעל ⬚⬚⬚ ⬚⬚⬚ יגזולו הון יהי ריב מדון ישא פשר מריבה חשבה הואה על כן תפוג תורה על מטיף כזב אנשי אשר מאשו תורת אל לוא יצא נצח,תוחלת דור אחרון כול באות אזעק חמס לוא תושיע אשר יזעקו על חמס למה און עמל תביט על אשר הביט אל עשק מעל ⬚⬚⬚ ⬚⬚⬚ יגזולו הון יהי ריב מדון ישא פשר מריבה חשבה הואה על כן תפוג תורה על מטיף כזב אנשי אשר מאשו תורת אל לוא יצא נצח,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""שוד"", ""gold_fit_frequency"": 0, ""top_candidates"": [""הון"", ""אשר"", ""רעהו"", ""אל""], ""top1"": ""הון"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""rare_or_unseen"", ""reader_note"": ""Gold word is very rare or unseen in the fit data.""}, {""slot_index"": 2, ""gold_word"": ""חמס"", ""gold_fit_frequency"": 10, ""top_candidates"": [""אשר"", ""לא"", ""לוא""], ""top1"": ""אשר"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
14,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,3,3,מדון ישא פשר,"[""מדון"", ""ישא"", ""פשר""]","[0, 25, 24]",בין איש לרעהו,"[""בין איש לרעהו"", ""לריב אל כי"", ""בין איש ואיש"", ""לריב אל על"", ""וריב על אשר""]",אשר יזעקו על חמס למה און עמל תביט על אשר הביט אל עשק מעל שוד חמס יגזולו הון יהי ריב ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ מריבה חשבה הואה על כן תפוג תורה על מטיף כזב אנשי אשר מאשו תורת אל לוא יצא נצח משפט כיא רשע מכתיר את צדיק,אשר יזעקו על חמס למה און עמל תביט על אשר הביט אל עשק מעל שוד חמס יגזולו הון יהי ריב ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ מריבה חשבה הואה על כן תפוג תורה על מטיף כזב אנשי אשר מאשו תורת אל לוא יצא נצח משפט כיא רשע מכתיר את צדיק,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""מדון"", ""gold_fit_frequency"": 0, ""top_candidates"": [""בין"", ""לריב"", ""וריב""], ""top1"": ""בין"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""rare_or_unseen"", ""reader_note"": ""Gold word is very rare or unseen in the fit data.""}, {""slot_index"": 2, ""gold_word"": ""ישא"", ""gold_fit_frequency"": 25, ""top_candidates"": [""איש"", ""אל"", ""על""], ""top1"": ""איש"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 3, ""gold_word"": ""פשר"", ""gold_fit_frequency"": 24, ""top_candidates"": [""לרעהו"", ""כי"", ""ואיש"", ""על"", ""אשר""], ""top1"": ""לרעהו"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
15,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,4,4-5,על מטיף כזב אנשי,"[""על"", ""מטיף"", ""כזב"", ""אנשי""]","[1174, 3, 6, 124]",על כן תפוג תורה,"[""על כן תפוג תורה"", ""ואין משפט כי על"", ""על כן יצא משפט"", ""ואין משפט על כן"", ""על כן יצא המשפט""]",על אשר הביט אל עשק מעל שוד חמס יגזולו הון יהי ריב מדון ישא פשר מריבה חשבה הואה על כן תפוג תורה ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ אשר מאשו תורת אל לוא יצא נצח משפט כיא רשע מכתיר את צדיק רשע הוא כוהן רשע צדיק הוא מורה צדק אשר על כן יצא,על אשר הביט אל עשק מעל שוד חמס יגזולו הון יהי ריב מדון ישא פשר מריבה חשבה הואה על כן תפוג תורה ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ אשר מאשו תורת אל לוא יצא נצח משפט כיא רשע מכתיר את צדיק רשע הוא כוהן רשע צדיק הוא מורה צדק אשר על כן יצא,miss,1/4 gap words appear in the top-5 lists.,1,1,"[{""slot_index"": 1, ""gold_word"": ""על"", ""gold_fit_frequency"": 1174, ""top_candidates"": [""על"", ""ואין""], ""top1"": ""על"", ""hit_top1"": true, ""hit_top5"": true, ""likely_issue"": ""exact_top1_hit"", ""reader_note"": ""The model's first guess is exactly correct for this slot.""}, {""slot_index"": 2, ""gold_word"": ""מטיף"", ""gold_fit_frequency"": 3, ""top_candidates"": [""כן"", ""משפט""], ""top1"": ""כן"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 3, ""gold_word"": ""כזב"", ""gold_fit_frequency"": 6, ""top_candidates"": [""תפוג"", ""כי"", ""יצא"", ""על""], ""top1"": ""תפוג"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 4, ""gold_word"": ""אנשי"", ""gold_fit_frequency"": 124, ""top_candidates"": [""תורה"", ""על"", ""משפט"", ""כן"", ""המשפט""], ""top1"": ""תורה"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
16,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,6,6+,לוא יצא נצח משפט כיא רשע,"[""לוא"", ""יצא"", ""נצח"", ""משפט"", ""כיא"", ""רשע""]","[578, 28, 17, 98, 295, 29]",על כן תפוג תורה כי רשע,"[""על כן תפוג תורה כי רשע"", ""על כן יצא משפט מעוקל רשע"", ""על כן תפוג תורה על רשע"", ""על כן יצא המשפט מעוקל רשע"", ""כי צדיק שופט את רשע ורשע""]",יגזולו הון יהי ריב מדון ישא פשר מריבה חשבה הואה על כן תפוג תורה על מטיף כזב אנשי אשר מאשו תורת אל ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ מכתיר את צדיק רשע הוא כוהן רשע צדיק הוא מורה צדק אשר על כן יצא משפט מעוקל לוא ראו גוים הביטו,יגזולו הון יהי ריב מדון ישא פשר מריבה חשבה הואה על כן תפוג תורה על מטיף כזב אנשי אשר מאשו תורת אל ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ מכתיר את צדיק רשע הוא כוהן רשע צדיק הוא מורה צדק אשר על כן יצא משפט מעוקל לוא ראו גוים הביטו,miss,3/6 gap words appear in the top-5 lists.,2,3,"[{""slot_index"": 1, ""gold_word"": ""לוא"", ""gold_fit_frequency"": 578, ""top_candidates"": [""על"", ""כי""], ""top1"": ""על"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""יצא"", ""gold_fit_frequency"": 28, ""top_candidates"": [""כן"", ""צדיק""], ""top1"": ""כן"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 3, ""gold_word"": ""נצח"", ""gold_fit_frequency"": 17, ""top_candidates"": [""תפוג"", ""יצא"", ""שופט""], ""top1"": ""תפוג"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 4, ""gold_word"": ""משפט"", ""gold_fit_frequency"": 98, ""top_candidates"": [""תורה"", ""משפט"", ""המשפט"", ""את""], ""top1"": ""תורה"", ""hit_top1"": false, ""hit_top5"": true, ""likely_issue"": ""exact_top5_hit"", ""reader_note"": ""The gold word appears in the model's top-5 list for this slot.""}, {""slot_index"": 5, ""gold_word"": ""כיא"", ""gold_fit_frequency"": 295, ""top_candidates"": [""כי"", ""מעוקל"", ""על"", ""רשע""], ""top1"": ""כי"", ""hit_top1"": true, ""hit_top5"": true, ""likely_issue"": ""exact_top1_hit"", ""reader_note"": ""The model's first guess is exactly correct for this slot.""}, {""slot_index"": 6, ""gold_word"": ""רשע"", ""gold_fit_frequency"": 29, ""top_candidates"": [""רשע"", ""ורשע""], ""top1"": ""רשע"", ""hit_top1"": true, ""hit_top5"": true, ""likely_issue"": ""exact_top1_hit"", ""reader_note"": ""The model's first guess is exactly correct for this slot.""}]"
17,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,5,4-5,רשע הוא כוהן רשע צדיק,"[""רשע"", ""הוא"", ""כוהן"", ""רשע"", ""צדיק""]","[29, 350, 22, 29, 20]",על כן תפוג תורה מי,"[""על כן תפוג תורה מי"", ""על כן תפוג תורה ומי"", ""על כן לא ידעו מי"", ""על כן תפוג תורה אשר"", ""על כן יצא משפט מעוקל""]",פשר מריבה חשבה הואה על כן תפוג תורה על מטיף כזב אנשי אשר מאשו תורת אל לוא יצא נצח משפט כיא רשע מכתיר את צדיק ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ הוא מורה צדק אשר על כן יצא משפט מעוקל לוא ראו גוים הביטו התמהו תמהו כיא פעל פועל לוא תאמינו כיא יסופר פשר דבר,פשר מריבה חשבה הואה על כן תפוג תורה על מטיף כזב אנשי אשר מאשו תורת אל לוא יצא נצח משפט כיא רשע מכתיר את צדיק ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ הוא מורה צדק אשר על כן יצא משפט מעוקל לוא ראו גוים הביטו התמהו תמהו כיא פעל פועל לוא תאמינו כיא יסופר פשר דבר,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""רשע"", ""gold_fit_frequency"": 29, ""top_candidates"": [""על""], ""top1"": ""על"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""הוא"", ""gold_fit_frequency"": 350, ""top_candidates"": [""כן""], ""top1"": ""כן"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 3, ""gold_word"": ""כוהן"", ""gold_fit_frequency"": 22, ""top_candidates"": [""תפוג"", ""לא"", ""יצא""], ""top1"": ""תפוג"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 4, ""gold_word"": ""רשע"", ""gold_fit_frequency"": 29, ""top_candidates"": [""תורה"", ""ידעו"", ""משפט""], ""top1"": ""תורה"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 5, ""gold_word"": ""צדיק"", ""gold_fit_frequency"": 20, ""top_candidates"": [""מי"", ""ומי"", ""אשר"", ""מעוקל""], ""top1"": ""מי"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}]"
18,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,11,6+,ראו גוים הביטו התמהו תמהו כיא פעל פועל לוא תאמינו כיא,"[""ראו"", ""גוים"", ""הביטו"", ""התמהו"", ""תמהו"", ""כיא"", ""פעל"", ""פועל"", ""לוא"", ""תאמינו"", ""כיא""]","[15, 22, 1, 0, 1, 295, 1, 0, 578, 1, 295]",ידעו את משפט אלאשר על כן יצא משפט מעוקל כי לוא,"[""ידעו את משפט אלאשר על כן יצא משפט מעוקל כי לוא"", ""ידעו את משפט אלאשר על כן יצא משפט מעוקל אשר לוא"", ""ידעו פשר דבר עלאשר יצא משפט מעוקל כי לוא ידעו כי"", ""ידעו את משפט אלאשר על כן יצא משפט מעוקל כיא לוא"", ""ידעו את משפט אלאשר על כן יצא משפט מעוקל על כן""]",נצח משפט כיא רשע מכתיר את צדיק רשע הוא כוהן רשע צדיק הוא מורה צדק אשר על כן יצא משפט מעוקל לוא ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ יסופר פשר דבר על בוגדים עם איש כזב כי לוא האמינו דברי מורה צדקה פיא אל על בוגדים ברית חדשה כיא לוא האמינו ברית אל יחללו את,נצח משפט כיא רשע מכתיר את צדיק רשע הוא כוהן רשע צדיק הוא מורה צדק אשר על כן יצא משפט מעוקל לוא ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ יסופר פשר דבר על בוגדים עם איש כזב כי לוא האמינו דברי מורה צדקה פיא אל על בוגדים ברית חדשה כיא לוא האמינו ברית אל יחללו את,miss,2/11 gap words appear in the top-5 lists.,0,2,"[{""slot_index"": 1, ""gold_word"": ""ראו"", ""gold_fit_frequency"": 15, ""top_candidates"": [""ידעו""], ""top1"": ""ידעו"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""גוים"", ""gold_fit_frequency"": 22, ""top_candidates"": [""את"", ""פשר""], ""top1"": ""את"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 3, ""gold_word"": ""הביטו"", ""gold_fit_frequency"": 1, ""top_candidates"": [""משפט"", ""דבר""], ""top1"": ""משפט"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""rare_or_unseen"", ""reader_note"": ""Gold word is very rare or unseen in the fit data.""}, {""slot_index"": 4, ""gold_word"": ""התמהו"", ""gold_fit_frequency"": 0, ""top_candidates"": [""אלאשר"", ""עלאשר""], ""top1"": ""אלאשר"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""rare_or_unseen"", ""reader_note"": ""Gold word is very rare or unseen in the fit data.""}, {""slot_index"": 5, ""gold_word"": ""תמהו"", ""gold_fit_frequency"": 1, ""top_candidates"": [""על"", ""יצא""], ""top1"": ""על"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 6, ""gold_word"": ""כיא"", ""gold_fit_frequency"": 295, ""top_candidates"": [""כן"", ""משפט""], ""top1"": ""כן"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 7, ""gold_word"": ""פעל"", ""gold_fit_frequency"": 1, ""top_candidates"": [""יצא"", ""מעוקל""], ""top1"": ""יצא"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""rare_or_unseen"", ""reader_note"": ""Gold word is very rare or unseen in the fit data.""}, {""slot_index"": 8, ""gold_word"": ""פועל"", ""gold_fit_frequency"": 0, ""top_candidates"": [""משפט"", ""כי""], ""top1"": ""משפט"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""rare_or_unseen"", ""reader_note"": ""Gold word is very rare or unseen in the fit data.""}, {""slot_index"": 9, ""gold_word"": ""לוא"", ""gold_fit_frequency"": 578, ""top_candidates"": [""מעוקל"", ""לוא""], ""top1"": ""מעוקל"", ""hit_top1"": false, ""hit_top5"": true, ""likely_issue"": ""exact_top5_hit"", ""reader_note"": ""The gold word appears in the model's top-5 list for this slot.""}, {""slot_index"": 10, ""gold_word"": ""תאמינו"", ""gold_fit_frequency"": 1, ""top_candidates"": [""כי"", ""אשר"", ""ידעו"", ""כיא"", ""על""], ""top1"": ""כי"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 11, ""gold_word"": ""כיא"", ""gold_fit_frequency"": 295, ""top_candidates"": [""לוא"", ""כי"", ""כן""], ""top1"": ""לוא"", ""hit_top1"": false, ""hit_top5"": true, ""likely_issue"": ""exact_top5_hit"", ""reader_note"": ""The gold word appears in the model's top-5 list for this slot.""}]"
19,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,3,3,פשר דבר על,"[""פשר"", ""דבר"", ""על""]","[24, 126, 1174]",אל אל על,"[""אל אל על"", ""אל על כל"", ""אל על עדת"", ""אל על בני"", ""אל על ידי""]",צדיק הוא מורה צדק אשר על כן יצא משפט מעוקל לוא ראו גוים הביטו התמהו תמהו כיא פעל פועל לוא תאמינו כיא יסופר ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ בוגדים עם איש כזב כי לוא האמינו דברי מורה צדקה פיא אל על בוגדים ברית חדשה כיא לוא האמינו ברית אל יחללו את שם כן פשר,צדיק הוא מורה צדק אשר על כן יצא משפט מעוקל לוא ראו גוים הביטו התמהו תמהו כיא פעל פועל לוא תאמינו כיא יסופר ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ בוגדים עם איש כזב כי לוא האמינו דברי מורה צדקה פיא אל על בוגדים ברית חדשה כיא לוא האמינו ברית אל יחללו את שם כן פשר,miss,1/3 gap words appear in the top-5 lists.,1,1,"[{""slot_index"": 1, ""gold_word"": ""פשר"", ""gold_fit_frequency"": 24, ""top_candidates"": [""אל""], ""top1"": ""אל"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""דבר"", ""gold_fit_frequency"": 126, ""top_candidates"": [""אל"", ""על""], ""top1"": ""אל"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 3, ""gold_word"": ""על"", ""gold_fit_frequency"": 1174, ""top_candidates"": [""על"", ""כל"", ""עדת"", ""בני"", ""ידי""], ""top1"": ""על"", ""hit_top1"": true, ""hit_top5"": true, ""likely_issue"": ""exact_top1_hit"", ""reader_note"": ""The model's first guess is exactly correct for this slot.""}]"
20,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,2,2,האמינו דברי,"[""האמינו"", ""דברי""]","[1, 107]",האמינו אל,"[""האמינו אל"", ""ידעו אל"", ""שמעו לקול"", ""שמעו אל"", ""ידעו מי""]",משפט מעוקל לוא ראו גוים הביטו התמהו תמהו כיא פעל פועל לוא תאמינו כיא יסופר פשר דבר על בוגדים עם איש כזב כי לוא ⬚⬚⬚ ⬚⬚⬚ מורה צדקה פיא אל על בוגדים ברית חדשה כיא לוא האמינו ברית אל יחללו את שם כן פשר דבר על בוגדים אחרית ימים המה,משפט מעוקל לוא ראו גוים הביטו התמהו תמהו כיא פעל פועל לוא תאמינו כיא יסופר פשר דבר על בוגדים עם איש כזב כי לוא ⬚⬚⬚ ⬚⬚⬚ מורה צדקה פיא אל על בוגדים ברית חדשה כיא לוא האמינו ברית אל יחללו את שם כן פשר דבר על בוגדים אחרית ימים המה,miss,1/2 gap words appear in the top-5 lists.,1,1,"[{""slot_index"": 1, ""gold_word"": ""האמינו"", ""gold_fit_frequency"": 1, ""top_candidates"": [""האמינו"", ""ידעו"", ""שמעו""], ""top1"": ""האמינו"", ""hit_top1"": true, ""hit_top5"": true, ""likely_issue"": ""exact_top1_hit"", ""reader_note"": ""The model's first guess is exactly correct for this slot.""}, {""slot_index"": 2, ""gold_word"": ""דברי"", ""gold_fit_frequency"": 107, ""top_candidates"": [""אל"", ""לקול"", ""מי""], ""top1"": ""אל"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}]"
